"s","d","studage","lectage","service","dept","y"
2443,2114,8,3,0,5,3
2444,275,2,1,0,3,2
2444,432,2,1,0,3,1
2444,538,2,2,1,11,3
2444,918,2,1,0,3,1
2444,944,2,1,1,11,4
2444,1018,2,2,0,3,3
2444,1557,2,1,0,3,2
2444,1566,2,1,1,9,1
2444,1842,2,2,0,3,5
2444,1919,2,1,0,3,4
2444,1925,2,1,1,6,4
2445,17,4,3,0,2,5
2445,42,4,3,1,11,4
2445,96,4,3,1,11,2
2445,183,4,1,1,8,3
2445,314,4,2,1,11,3
2445,327,4,4,0,2,1
2445,573,4,1,1,11,4
2445,594,4,3,1,8,2
2445,944,4,4,1,11,3
2445,946,4,2,1,8,3
2445,1067,4,1,0,2,3
2445,1084,4,4,1,9,2
2445,1161,4,3,1,11,4
2445,1267,4,4,0,2,3
2445,1275,4,4,1,11,3
2445,1361,4,2,0,2,4
2445,1504,4,1,1,11,2
2445,1694,4,1,0,2,2
2445,1709,4,4,1,11,3
2446,252,2,1,1,6,5
2446,260,2,2,0,12,4
2446,363,2,2,1,6,4
2446,401,2,2,1,4,4
2446,436,2,1,0,12,4
2446,827,2,2,0,12,3
2446,945,2,2,1,4,3
2446,1086,2,2,1,6,2
2446,1513,2,1,0,12,2
2446,1537,2,2,0,12,3
2446,1578,2,2,0,12,4
2446,1686,2,1,1,8,5
2446,1705,2,1,1,11,1
2446,1780,2,1,1,11,2
2446,1816,2,2,0,12,3
2446,2086,2,2,0,12,4
2447,583,4,2,1,11,1
2447,624,4,1,0,9,4
2447,790,4,1,1,11,2
2447,802,4,4,0,9,5
2447,849,4,1,1,2,3
2447,1119,4,2,0,9,3
2447,1207,4,1,0,9,2
2447,1312,4,1,0,9,3
2447,1354,4,2,0,9,5
2447,1492,4,2,1,11,1
2447,1504,4,3,1,11,1
2447,1722,4,2,1,11,4
2447,1817,4,2,1,11,1
2447,1893,4,2,0,9,4
2447,2160,4,3,1,2,1
2448,63,2,2,0,10,4
2448,273,2,1,0,10,5
2448,377,2,2,0,10,4
2448,494,2,1,1,9,4
2448,696,2,2,1,9,1
2448,714,2,2,1,7,3
2448,862,2,2,0,10,3
2448,1172,2,1,0,10,4
2448,1780,2,2,1,11,1
2448,1782,2,2,1,4,3
2448,1919,2,1,1,3,4
2448,2008,2,2,1,7,1
2448,2079,2,1,1,11,2
2449,34,6,5,1,14,1
2449,53,6,1,1,9,1
2449,119,6,5,0,3,2
2449,240,6,5,0,3,3
2449,275,6,5,0,3,2
2449,508,6,6,1,11,1
2449,512,6,6,0,3,4
2449,575,6,4,0,3,2
2449,603,6,2,1,8,4
2449,621,6,4,1,2,1
2449,638,6,4,0,3,1
2449,718,6,5,0,3,1
2449,722,6,2,0,3,4
2449,934,6,1,0,3,2
2449,1155,6,6,1,11,1
2449,1244,6,6,0,3,1
2449,1303,6,6,1,9,4
2449,1355,6,2,0,3,2
2449,1659,6,6,1,11,4
2449,1709,6,2,1,11,2
2449,1711,6,6,0,3,3
2449,1760,6,6,1,6,4
2449,1781,6,5,0,3,4
2449,1881,6,2,0,3,5
2449,1925,6,6,1,6,2
2449,2085,6,2,0,3,1
2449,2087,6,1,0,3,4
2449,2147,6,6,1,14,2
2450,583,2,2,1,11,2
2450,624,2,1,0,9,5
2450,790,2,1,1,11,4
2450,849,2,1,1,2,4
2450,1119,2,2,0,9,3
2450,1207,2,1,0,9,3
2450,1312,2,1,0,9,3
2450,1354,2,2,0,9,4
2450,1722,2,2,1,11,5
2450,1817,2,2,1,11,2
2450,1893,2,2,0,9,4
2451,63,4,4,0,10,3
2451,110,4,1,1,3,4
2451,140,4,2,0,10,4
2451,150,4,1,1,8,4
2451,273,4,3,0,10,1
2451,284,4,1,1,8,4
2451,329,4,3,0,10,2
2451,377,4,4,0,10,4
2451,429,4,1,0,10,4
2451,494,4,3,1,9,5
2451,696,4,4,1,9,1
2451,714,4,4,1,7,4
2451,772,4,2,1,7,2
2451,862,4,4,0,10,2
2451,1056,4,2,1,8,1
2451,1186,4,2,1,4,5
2451,1203,4,3,1,3,4
2451,1749,4,1,0,10,1
2451,1780,4,4,1,11,1
2451,1782,4,4,1,4,5
2451,2034,4,1,1,6,2
2451,2036,4,2,1,8,5
2451,2079,4,3,1,11,2
2451,2084,4,1,0,10,3
2451,2121,4,2,1,2,2
2452,17,6,1,0,2,3
2452,57,6,5,1,11,2
2452,65,6,3,0,2,5
2452,183,6,1,1,8,3
2452,269,6,1,0,2,1
2452,366,6,1,1,11,5
2452,483,6,4,0,2,3
2452,507,6,6,1,11,3
2452,571,6,1,1,11,3
2452,790,6,5,1,11,4
2452,856,6,6,1,9,2
2452,1002,6,2,0,2,2
2452,1275,6,2,1,11,3
2452,1349,6,1,0,2,3
2452,1361,6,1,0,2,5
2452,1387,6,4,1,8,2
2452,1722,6,5,1,11,4
2452,1840,6,3,1,11,3
2452,1845,6,4,1,11,5
2452,1979,6,6,1,8,5
2452,2097,6,2,0,2,2
2453,57,6,5,0,11,2
2453,65,6,4,1,2,3
2453,70,6,3,0,11,4
2453,272,6,2,1,8,3
2453,296,6,1,0,11,2
2453,507,6,6,0,11,5
2453,624,6,2,1,9,2
2453,664,6,1,0,11,4
2453,704,6,1,0,11,3
2453,790,6,5,0,11,4
2453,856,6,6,1,9,4
2453,1072,6,4,1,9,5
2453,1115,6,5,0,11,3
2453,1126,6,5,1,8,4
2453,1357,6,1,1,8,3
2453,1468,6,3,0,11,4
2453,1492,6,3,0,11,5
2453,1722,6,5,0,11,5
2453,1817,6,3,0,11,2
2453,1840,6,4,0,11,4
2453,1845,6,4,0,11,4
2453,2013,6,3,0,11,2
2454,273,2,1,0,10,1
2454,377,2,2,0,10,2
2454,419,2,1,1,8,2
2454,494,2,1,1,9,2
2454,696,2,2,1,9,1
2454,714,2,2,1,7,1
2454,862,2,2,0,10,1
2454,1172,2,1,0,10,5
2454,1780,2,2,1,11,1
2454,1919,2,1,1,3,5
2454,2008,2,2,1,7,1
2454,2079,2,1,1,11,3
2455,143,4,2,0,12,4
2455,179,4,3,0,12,4
2455,216,4,2,0,12,5
2455,252,4,3,1,6,5
2455,417,4,4,0,12,5
2455,659,4,4,0,12,2
2455,687,4,2,0,12,1
2455,693,4,1,1,2,3
2455,780,4,1,0,12,4
2455,827,4,1,0,12,4
2455,864,4,3,0,12,4
2455,932,4,4,0,12,4
2455,945,4,4,1,4,5
2455,980,4,2,1,6,2
2455,1074,4,2,0,12,5
2455,1086,4,4,1,6,3
2455,1140,4,4,0,12,4
2455,1182,4,1,0,12,3
2455,1191,4,1,0,12,4
2455,1258,4,1,0,12,5
2455,1301,4,4,0,12,3
2455,1314,4,1,0,12,4
2455,1521,4,1,0,12,3
2455,1575,4,1,0,12,3
2455,1578,4,4,0,12,3
2455,1705,4,3,1,11,4
2455,1718,4,1,1,8,4
2455,1755,4,2,1,11,4
2455,1780,4,3,1,11,1
2455,1816,4,1,0,12,5
2455,1889,4,1,0,12,2
2455,1948,4,2,1,15,3
2455,1959,4,1,1,6,2
2455,1964,4,2,0,12,5
2455,2083,4,2,1,6,1
2456,25,6,5,0,5,4
2456,45,6,6,0,5,2
2456,115,6,1,0,5,3
2456,236,6,6,0,5,4
2456,353,6,1,0,5,4
2456,453,6,1,0,5,5
2456,536,6,1,0,5,5
2456,599,6,6,0,5,3
2456,756,6,1,0,5,2
2456,763,6,1,0,5,4
2456,801,6,6,0,5,5
2456,842,6,5,0,5,4
2456,899,6,1,0,5,3
2456,1021,6,1,0,5,2
2456,1090,6,5,0,5,4
2456,1317,6,5,0,5,2
2456,1321,6,6,0,5,4
2456,1397,6,6,0,5,2
2456,1724,6,6,0,5,2
2456,2113,6,6,0,5,3
2457,275,2,1,0,3,5
2457,432,2,1,0,3,1
2457,538,2,2,1,11,1
2457,721,2,1,1,8,3
2457,918,2,1,0,3,2
2457,944,2,1,1,11,5
2457,1018,2,2,0,3,5
2457,1295,2,1,1,8,4
2457,1557,2,1,0,3,2
2457,1566,2,1,1,9,5
2457,1760,2,1,1,6,3
2457,1842,2,2,0,3,4
2457,1919,2,1,0,3,2
2457,1925,2,1,1,6,2
2457,2036,2,1,1,8,5
2458,63,2,2,0,10,5
2458,273,2,1,0,10,3
2458,377,2,2,0,10,4
2458,494,2,1,1,9,4
2458,696,2,2,1,9,3
2458,714,2,2,1,7,3
2458,862,2,2,0,10,4
2458,1172,2,1,0,10,2
2458,1203,2,1,1,3,5
2458,1780,2,2,1,11,3
2458,1782,2,2,1,4,5
2458,2008,2,2,1,7,3
2458,2079,2,1,1,11,2
2459,17,4,3,0,2,4
2459,42,4,3,1,11,1
2459,96,4,3,1,11,4
2459,314,4,2,1,11,5
2459,1067,4,1,0,2,2
2459,1161,4,3,1,11,3
2459,1361,4,2,0,2,5
2459,1504,4,1,1,11,2
2459,1694,4,1,0,2,2
2460,84,8,4,0,10,3
2460,150,8,5,1,8,3
2460,273,8,6,0,10,4
2460,317,8,5,0,10,3
2460,323,8,3,0,10,5
2460,377,8,2,0,10,5
2460,380,8,2,0,10,2
2460,411,8,1,0,10,5
2460,441,8,5,0,10,1
2460,445,8,2,0,10,2
2460,499,8,1,0,10,4
2460,544,8,2,1,5,3
2460,566,8,3,0,10,1
2460,637,8,1,0,10,3
2460,678,8,1,0,10,4
2460,714,8,6,1,7,1
2460,715,8,4,0,10,4
2460,732,8,1,1,8,3
2460,764,8,6,0,10,5
2460,845,8,5,0,10,4
2460,862,8,6,0,10,4
2460,940,8,1,0,10,2
2460,1004,8,1,0,10,5
2460,1056,8,6,1,8,5
2460,1090,8,3,1,5,5
2460,1172,8,6,0,10,4
2460,1219,8,6,1,6,5
2460,1244,8,6,1,3,4
2460,1299,8,1,0,10,2
2460,1324,8,3,1,9,2
2460,1384,8,3,0,10,4
2460,1451,8,5,0,10,4
2460,1479,8,4,0,10,2
2460,1596,8,4,0,10,2
2460,1613,8,3,0,10,2
2460,1665,8,1,0,10,5
2460,1704,8,4,0,10,4
2460,1711,8,6,1,3,4
2460,1749,8,1,0,10,2
2460,1780,8,6,1,11,1
2460,1790,8,4,0,10,4
2460,1809,8,6,1,2,2
2460,1873,8,5,0,10,5
2460,1937,8,2,0,10,2
2460,1977,8,4,0,10,2
2460,1984,8,6,0,10,2
2460,2064,8,2,0,10,4
2460,2079,8,6,1,11,3
2460,2084,8,2,0,10,4
2460,2096,8,3,0,10,4
2460,2145,8,4,0,10,3
2460,2157,8,4,0,10,5
2461,41,8,6,1,15,5
2461,139,8,6,0,12,1
2461,202,8,2,0,12,2
2461,204,8,5,0,12,3
2461,223,8,3,0,12,1
2461,252,8,6,1,6,1
2461,260,8,4,0,12,2
2461,361,8,6,0,12,3
2461,363,8,6,1,6,3
2461,393,8,2,0,12,2
2461,401,8,4,1,4,5
2461,436,8,6,0,12,2
2461,440,8,3,0,12,1
2461,454,8,5,1,6,3
2461,481,8,3,1,2,5
2461,563,8,6,1,15,2
2461,593,8,5,0,12,4
2461,602,8,6,0,12,2
2461,623,8,3,0,12,2
2461,687,8,6,0,12,1
2461,692,8,2,0,12,2
2461,787,8,6,0,12,1
2461,826,8,3,0,12,4
2461,827,8,5,0,12,5
2461,838,8,6,0,12,1
2461,852,8,3,0,12,5
2461,897,8,2,1,15,2
2461,945,8,4,1,4,4
2461,987,8,2,0,12,2
2461,1030,8,2,1,6,5
2461,1038,8,2,0,12,2
2461,1086,8,6,1,6,3
2461,1191,8,2,0,12,1
2461,1281,8,6,1,6,5
2461,1314,8,5,0,12,1
2461,1376,8,2,0,12,3
2461,1495,8,2,1,15,3
2461,1500,8,4,0,12,3
2461,1513,8,6,0,12,4
2461,1521,8,2,0,12,2
2461,1536,8,6,1,11,2
2461,1537,8,3,0,12,5
2461,1546,8,3,1,6,4
2461,1575,8,2,0,12,5
2461,1629,8,6,1,6,1
2461,1701,8,5,1,2,5
2461,1736,8,6,0,12,1
2461,1744,8,2,0,12,3
2461,1776,8,3,0,12,4
2461,1780,8,6,1,11,1
2461,1816,8,3,0,12,3
2461,1841,8,6,0,12,5
2461,1889,8,2,0,12,4
2461,1959,8,2,1,6,1
2461,2009,8,2,1,15,1
2461,2053,8,6,1,6,2
2461,2055,8,3,0,12,1
2461,2099,8,4,1,4,5
2462,17,4,3,1,2,5
2462,42,4,1,0,11,3
2462,70,4,1,0,11,5
2462,96,4,3,0,11,3
2462,314,4,2,0,11,4
2462,327,4,4,1,2,5
2462,583,4,1,0,11,2
2462,944,4,4,0,11,4
2462,1072,4,2,1,9,5
2462,1084,4,4,1,9,3
2462,1161,4,1,0,11,5
2462,1267,4,4,1,2,2
2462,1275,4,4,0,11,3
2462,1357,4,3,1,8,4
2462,1504,4,2,0,11,2
2462,1694,4,2,1,2,2
2462,1817,4,1,0,11,5
2462,2016,4,1,1,8,5
2462,2036,4,1,1,8,4
2463,7,4,1,1,11,4
2463,13,4,1,0,10,4
2463,63,4,4,0,10,4
2463,140,4,1,0,10,5
2463,245,4,1,0,10,2
2463,273,4,3,0,10,4
2463,309,4,3,0,10,4
2463,329,4,3,0,10,2
2463,377,4,4,0,10,3
2463,466,4,3,0,10,4
2463,494,4,3,1,9,3
2463,597,4,2,0,10,5
2463,696,4,4,1,9,4
2463,714,4,4,1,7,4
2463,862,4,4,0,10,4
2463,935,4,2,1,8,5
2463,1019,4,1,1,8,4
2463,1203,4,3,1,3,5
2463,1208,4,2,0,10,3
2463,1437,4,1,0,10,2
2463,1749,4,2,0,10,3
2463,1780,4,4,1,11,4
2463,1782,4,4,1,4,5
2463,1917,4,1,0,10,5
2463,1936,4,1,0,10,5
2463,2079,4,3,1,11,5
2463,2084,4,2,0,10,5
2463,2121,4,2,1,2,5
2464,92,2,1,0,6,2
2464,347,2,2,0,6,4
2464,516,2,2,0,6,2
2464,562,2,2,0,6,3
2464,702,2,2,0,6,2
2464,729,2,2,0,6,5
2464,936,2,2,0,6,1
2464,977,2,2,0,6,5
2464,1173,2,1,0,6,4
2464,1391,2,2,1,4,1
2464,1528,2,2,0,6,3
2464,1676,2,1,0,6,3
2464,1687,2,2,0,6,5
2464,1771,2,2,0,6,5
2464,1827,2,2,0,6,5
2464,2053,2,2,0,6,5
2465,13,6,1,0,10,5
2465,36,6,1,0,10,5
2465,150,6,2,1,8,5
2465,384,6,2,0,10,5
2465,695,6,2,0,10,5
2465,1203,6,1,1,3,3
2465,1437,6,2,0,10,4
2465,1749,6,2,0,10,4
2465,1780,6,2,1,11,5
2465,1818,6,2,0,10,2
2465,2016,6,1,1,8,5
2465,2036,6,1,1,8,5
2465,2084,6,2,0,10,5
2466,17,4,3,1,2,1
2466,42,4,3,0,11,1
2466,96,4,3,0,11,3
2466,474,4,2,1,1,1
2466,944,4,4,0,11,2
2466,1084,4,2,1,9,1
2466,1161,4,3,0,11,1
2466,1275,4,4,0,11,3
2466,1355,4,2,1,3,1
2466,2002,4,4,1,8,3
2467,25,8,6,0,5,1
2467,115,8,3,0,5,4
2467,117,8,4,0,5,2
2467,125,8,1,0,5,3
2467,224,8,1,0,5,4
2467,321,8,3,0,5,3
2467,453,8,1,0,5,1
2467,536,8,1,0,5,5
2467,756,8,6,0,5,2
2467,763,8,3,0,5,2
2467,801,8,3,0,5,3
2467,842,8,6,0,5,5
2467,899,8,1,0,5,2
2467,1023,8,3,0,5,4
2467,1056,8,2,1,8,1
2467,1090,8,4,0,5,4
2467,1157,8,2,0,5,2
2467,1317,8,2,0,5,3
2467,1397,8,6,0,5,5
2467,1439,8,2,0,5,5
2467,1834,8,4,0,5,4
2467,1938,8,6,1,8,2
2467,2113,8,2,0,5,1
2468,443,2,1,0,3,3
2468,531,2,1,1,1,4
2468,1176,2,1,0,3,5
2468,1711,2,1,0,3,5
2468,1919,2,1,0,3,5
2468,2139,2,1,0,3,5
2469,65,2,1,0,2,1
2469,66,2,1,1,11,5
2469,96,2,1,1,11,3
2469,603,2,2,1,8,3
2469,1084,2,2,1,9,1
2469,1155,2,1,1,11,3
2470,25,6,6,0,5,5
2470,100,6,2,0,5,5
2470,115,6,1,0,5,3
2470,117,6,2,0,5,5
2470,125,6,1,0,5,3
2470,236,6,2,0,5,2
2470,316,6,2,0,5,4
2470,321,6,1,0,5,5
2470,378,6,1,0,5,3
2470,453,6,1,0,5,5
2470,536,6,1,0,5,1
2470,599,6,2,0,5,3
2470,756,6,1,0,5,5
2470,763,6,1,0,5,5
2470,842,6,2,0,5,5
2470,899,6,1,0,5,1
2470,988,6,6,0,5,5
2470,1023,6,1,0,5,4
2470,1090,6,6,0,5,5
2470,1157,6,1,0,5,3
2470,1317,6,1,0,5,3
2470,1321,6,1,0,5,2
2470,1397,6,1,0,5,4
2470,1439,6,1,0,5,3
2470,1813,6,1,0,5,2
2470,1938,6,2,1,8,5
2470,2113,6,1,0,5,4
2470,2141,6,1,0,5,3
2471,109,8,5,0,6,3
2471,139,8,6,1,12,5
2471,158,8,4,0,6,5
2471,218,8,3,0,6,2
2471,260,8,5,1,12,5
2471,304,8,2,0,6,4
2471,344,8,2,0,6,2
2471,361,8,6,1,12,5
2471,389,8,3,0,6,3
2471,397,8,4,0,6,4
2471,437,8,2,0,6,5
2471,454,8,5,0,6,1
2471,513,8,2,0,6,4
2471,574,8,2,0,6,4
2471,601,8,3,0,6,5
2471,610,8,3,0,6,2
2471,613,8,5,1,8,5
2471,687,8,6,1,12,4
2471,787,8,6,1,12,4
2471,827,8,5,1,12,5
2471,964,8,5,1,8,5
2471,1030,8,6,0,6,5
2471,1046,8,2,0,6,4
2471,1125,8,4,0,6,5
2471,1178,8,3,0,6,5
2471,1191,8,5,1,12,4
2471,1214,8,3,0,6,4
2471,1281,8,4,0,6,4
2471,1314,8,5,1,12,4
2471,1329,8,4,0,6,4
2471,1366,8,3,0,6,3
2471,1400,8,2,0,6,5
2471,1471,8,5,0,6,2
2471,1503,8,2,0,6,5
2471,1536,8,6,1,11,5
2471,1546,8,3,0,6,5
2471,1575,8,5,1,12,4
2471,1609,8,3,0,6,3
2471,1629,8,6,0,6,3
2471,1662,8,2,0,6,5
2471,1701,8,5,1,2,5
2471,1726,8,2,0,6,3
2471,1745,8,3,0,6,5
2471,1758,8,3,0,6,4
2471,1776,8,5,1,12,4
2471,1816,8,5,1,12,4
2471,1841,8,6,1,12,5
2471,1898,8,4,1,15,4
2471,1959,8,5,0,6,4
2471,1965,8,2,0,6,4
2471,2025,8,4,0,6,3
2471,2045,8,3,0,6,5
2471,2053,8,6,0,6,3
2472,17,6,1,0,2,2
2472,47,6,1,0,2,4
2472,57,6,5,1,11,3
2472,65,6,3,0,2,5
2472,70,6,1,1,11,5
2472,269,6,1,0,2,5
2472,319,6,1,1,8,1
2472,327,6,6,0,2,4
2472,483,6,4,0,2,3
2472,507,6,6,1,11,2
2472,571,6,1,1,11,3
2472,750,6,1,0,2,4
2472,790,6,5,1,11,4
2472,856,6,6,1,9,2
2472,1002,6,1,0,2,3
2472,1123,6,5,1,8,2
2472,1126,6,1,1,8,3
2472,1267,6,6,0,2,3
2472,1275,6,2,1,11,4
2472,1361,6,1,0,2,4
2472,1722,6,5,1,11,3
2472,1840,6,3,1,11,3
2472,1845,6,4,1,11,3
2472,2097,6,2,0,2,5
2473,18,8,2,0,10,3
2473,84,8,4,0,10,1
2473,93,8,1,0,10,5
2473,150,8,5,1,8,1
2473,273,8,6,0,10,1
2473,317,8,5,0,10,4
2473,323,8,3,0,10,3
2473,377,8,3,0,10,5
2473,380,8,2,0,10,2
2473,382,8,1,0,10,2
2473,411,8,3,0,10,4
2473,429,8,2,0,10,4
2473,441,8,5,0,10,1
2473,445,8,2,0,10,1
2473,499,8,3,0,10,1
2473,544,8,2,1,5,4
2473,603,8,4,1,8,5
2473,642,8,3,0,10,2
2473,678,8,1,0,10,4
2473,681,8,2,0,10,5
2473,714,8,6,1,7,1
2473,715,8,4,0,10,2
2473,736,8,4,1,8,1
2473,764,8,6,0,10,3
2473,842,8,4,1,5,3
2473,845,8,5,0,10,1
2473,862,8,6,0,10,1
2473,973,8,3,1,4,3
2473,1056,8,6,1,8,2
2473,1090,8,3,1,5,4
2473,1172,8,6,0,10,5
2473,1219,8,6,1,6,1
2473,1244,8,6,1,3,5
2473,1324,8,3,1,9,5
2473,1384,8,3,0,10,1
2473,1451,8,5,0,10,1
2473,1479,8,4,0,10,3
2473,1596,8,4,0,10,2
2473,1613,8,3,0,10,2
2473,1704,8,4,0,10,2
2473,1711,8,6,1,3,2
2473,1749,8,2,0,10,1
2473,1780,8,6,1,11,2
2473,1790,8,4,0,10,2
2473,1809,8,6,1,2,5
2473,1873,8,5,0,10,3
2473,1949,8,2,1,8,2
2473,1984,8,6,0,10,4
2473,2032,8,2,0,10,1
2473,2079,8,6,1,11,3
2473,2084,8,6,0,10,5
2473,2096,8,3,0,10,3
2473,2157,8,4,0,10,4
2474,252,2,1,0,6,3
2474,260,2,2,1,12,4
2474,297,2,1,1,9,3
2474,304,2,1,0,6,2
2474,436,2,1,1,12,2
2474,827,2,2,1,12,5
2474,945,2,2,1,4,3
2474,1086,2,2,0,6,2
2474,1159,2,2,0,6,4
2474,1281,2,1,0,6,5
2474,1400,2,1,0,6,4
2474,1513,2,1,1,12,5
2474,1578,2,2,1,12,1
2474,1705,2,1,1,11,1
2474,1780,2,1,1,11,1
2474,1816,2,2,1,12,3
2474,2086,2,2,1,12,5
2475,61,8,6,0,14,4
2475,135,8,5,0,14,1
2475,171,8,6,0,14,3
2475,178,8,3,0,14,4
2475,259,8,2,0,14,3
2475,314,8,6,1,11,3
2475,474,8,4,1,1,4
2475,626,8,6,0,14,4
2475,835,8,6,1,8,4
2475,989,8,5,0,14,4
2475,1126,8,6,1,8,2
2475,1156,8,6,1,11,2
2475,1171,8,1,0,14,5
2475,1238,8,2,1,2,3
2475,1250,8,3,0,14,1
2475,1263,8,6,0,14,5
2475,1276,8,6,0,14,5
2475,1316,8,5,0,14,4
2475,1322,8,1,0,14,1
2475,1356,8,6,0,14,2
2475,1382,8,3,1,3,2
2475,1383,8,6,0,14,3
2475,1645,8,6,0,14,2
2475,1809,8,6,1,2,3
2475,1875,8,3,0,14,4
2475,1956,8,3,0,14,1
2475,2050,8,5,1,3,3
2475,2052,8,6,0,14,1
2475,2103,8,6,1,11,3
2475,2123,8,5,0,14,3
2475,2147,8,6,0,14,3
2476,92,8,2,0,6,4
2476,114,8,5,0,6,1
2476,260,8,6,1,12,3
2476,281,8,5,0,6,4
2476,347,8,4,0,6,2
2476,363,8,3,0,6,5
2476,367,8,6,0,6,3
2476,369,8,3,0,6,5
2476,405,8,4,0,6,1
2476,516,8,2,0,6,4
2476,551,8,6,0,6,1
2476,562,8,2,0,6,3
2476,702,8,2,0,6,4
2476,782,8,6,0,6,5
2476,827,8,6,1,12,2
2476,936,8,2,0,6,5
2476,977,8,2,0,6,4
2476,1002,8,3,1,2,4
2476,1008,8,6,1,8,4
2476,1059,8,3,0,6,3
2476,1086,8,3,0,6,4
2476,1097,8,5,0,6,2
2476,1126,8,3,1,8,4
2476,1145,8,3,0,6,3
2476,1173,8,3,0,6,3
2476,1219,8,3,0,6,3
2476,1265,8,6,0,6,3
2476,1364,8,5,1,8,2
2476,1369,8,6,0,6,5
2476,1468,8,6,1,11,1
2476,1492,8,6,1,11,1
2476,1528,8,3,0,6,2
2476,1676,8,2,0,6,5
2476,1687,8,2,0,6,5
2476,1701,8,5,1,2,2
2476,1771,8,2,0,6,2
2476,1827,8,2,0,6,5
2476,1837,8,4,0,6,3
2476,1879,8,5,0,6,4
2476,1887,8,6,0,6,2
2476,1963,8,5,0,6,5
2476,2053,8,2,0,6,5
2476,2079,8,6,1,11,2
2476,2083,8,3,0,6,5
2476,2112,8,5,0,6,3
2477,63,6,6,0,10,4
2477,95,6,2,0,10,1
2477,140,6,4,0,10,2
2477,150,6,2,1,8,4
2477,204,6,2,1,12,2
2477,248,6,2,0,10,1
2477,273,6,6,0,10,2
2477,323,6,2,0,10,5
2477,377,6,2,0,10,3
2477,419,6,3,1,8,5
2477,429,6,2,0,10,4
2477,554,6,3,1,6,1
2477,598,6,2,0,10,3
2477,603,6,6,1,8,2
2477,606,6,3,0,10,2
2477,672,6,4,1,1,5
2477,714,6,6,1,7,1
2477,827,6,2,1,12,3
2477,831,6,1,0,10,2
2477,1025,6,2,1,4,3
2477,1050,6,3,1,6,1
2477,1056,6,4,1,8,4
2477,1198,6,2,0,10,3
2477,1203,6,6,1,3,4
2477,1392,6,2,1,15,4
2477,1412,6,2,1,12,1
2477,1457,6,2,1,4,3
2477,1529,6,4,0,10,1
2477,1596,6,2,0,10,5
2477,1696,6,2,1,5,5
2477,1718,6,3,1,8,5
2477,1749,6,2,0,10,2
2477,1780,6,6,1,11,3
2477,1782,6,2,1,4,4
2477,1809,6,6,1,2,2
2477,1877,6,3,1,7,1
2477,1893,6,6,1,9,3
2477,1917,6,1,0,10,5
2477,1984,6,1,0,10,2
2477,2034,6,3,1,6,5
2477,2079,6,6,1,11,5
2477,2084,6,2,0,10,5
2477,2121,6,4,1,2,3
2478,17,4,3,1,2,4
2478,42,4,1,0,11,1
2478,70,4,1,0,11,5
2478,96,4,3,0,11,4
2478,183,4,3,1,8,2
2478,314,4,2,0,11,5
2478,583,4,1,0,11,4
2478,944,4,4,0,11,4
2478,1072,4,2,1,9,5
2478,1084,4,4,1,9,3
2478,1161,4,1,0,11,5
2478,1275,4,4,0,11,5
2478,1504,4,2,0,11,3
2478,1694,4,2,1,2,1
2478,1817,4,1,0,11,3
2479,240,4,6,0,3,5
2479,272,4,1,1,8,3
2479,275,4,1,0,3,5
2479,538,4,2,1,11,1
2479,736,4,2,1,8,5
2479,918,4,1,0,3,2
2479,944,4,1,1,11,5
2479,1156,4,6,1,11,3
2479,1158,4,3,1,9,3
2479,1244,4,3,0,3,5
2479,1557,4,1,0,3,3
2479,1566,4,1,1,9,5
2479,1632,4,2,0,3,5
2479,1722,4,3,1,11,4
2479,1760,4,1,1,6,4
2479,1842,4,2,0,3,3
2479,1897,4,3,1,6,4
2479,1919,4,1,0,3,5
2480,132,6,1,0,4,3
2480,203,6,3,0,4,1
2480,214,6,3,0,4,4
2480,246,6,1,0,4,5
2480,258,6,1,1,8,2
2480,291,6,3,1,15,2
2480,297,6,3,1,9,1
2480,408,6,3,1,12,2
2480,646,6,3,1,12,1
2480,653,6,1,1,8,4
2480,672,6,2,1,1,3
2480,682,6,3,0,4,4
2480,831,6,3,1,10,3
2480,919,6,2,0,4,4
2480,962,6,3,0,4,2
2480,1035,6,1,0,4,5
2480,1154,6,2,0,4,5
2480,1310,6,2,0,4,4
2480,1314,6,3,1,12,3
2480,1333,6,3,0,4,3
2480,1375,6,2,0,4,4
2480,1502,6,2,1,6,1
2480,1514,6,2,1,3,2
2480,1528,6,1,1,6,3
2480,1554,6,3,0,4,4
2480,1633,6,2,1,1,5
2480,1739,6,1,1,3,3
2480,1755,6,3,1,11,4
2480,1808,6,3,0,4,5
2480,2055,6,3,1,12,4
2480,2085,6,2,1,3,2
2480,2110,6,2,0,4,3
2481,6,6,2,0,12,4
2481,139,6,1,0,12,5
2481,205,6,1,0,12,3
2481,361,6,1,0,12,2
2481,436,6,2,0,12,3
2481,602,6,2,0,12,1
2481,687,6,2,0,12,4
2481,735,6,2,0,12,1
2481,742,6,2,0,12,2
2481,762,6,1,0,12,4
2481,787,6,1,0,12,3
2481,947,6,2,0,12,2
2481,1194,6,1,0,12,3
2481,1201,6,2,0,12,2
2481,1246,6,1,0,12,1
2481,1287,6,1,0,12,5
2481,1412,6,1,0,12,4
2481,1431,6,1,0,12,1
2481,1570,6,1,0,12,1
2481,1597,6,1,0,12,3
2481,1632,6,1,1,3,5
2481,1668,6,2,0,12,5
2481,1729,6,2,0,12,3
2481,1776,6,1,0,12,2
